timestamp,process_name,pid,working_set_mb,virtual_mb
2025-11-13T20:11:13.0579477-07:00,link,39964,845.3,5477.48
2025-11-13T20:11:13.0599464-07:00,link,54832,140.94,4473.61
2025-11-13T20:11:13.0609449-07:00,rustc,20208,96.24,4644.41
2025-11-13T20:11:13.0619699-07:00,rustc,25632,43.76,4439.34
2025-11-13T20:11:13.0624575-07:00,rustc,45304,194.44,5347.2
2025-11-13T20:11:13.0639600-07:00,rustc,46248,64.68,4502.12
2025-11-13T20:11:13.5791538-07:00,cargo,33336,62.42,4286.66
2025-11-13T20:11:13.5805088-07:00,link,2848,85.66,4325
2025-11-13T20:11:13.5845226-07:00,link,39964,964.39,5529.98
2025-11-13T20:11:13.5855216-07:00,link,54832,686.9,5392.77
2025-11-13T20:11:13.5865213-07:00,rustc,20208,95.61,4644.41
2025-11-13T20:11:13.5875221-07:00,rustc,45304,68.55,4517.95
2025-11-13T20:11:13.5895222-07:00,rustc,46248,64.04,4502.12
2025-11-13T20:11:14.0958695-07:00,cargo,33336,62.42,4286.66
2025-11-13T20:11:14.0968914-07:00,link,2848,155.21,4516.75
2025-11-13T20:11:14.0973985-07:00,link,39964,1080.27,5605.14
2025-11-13T20:11:14.0984140-07:00,link,54832,1136.5,5650.84
2025-11-13T20:11:14.0989215-07:00,rustc,20208,95.61,4644.41
2025-11-13T20:11:14.0994302-07:00,rustc,45304,68.55,4517.95
2025-11-13T20:11:14.1004455-07:00,rustc,46248,64.04,4502.12
2025-11-13T20:11:14.6076989-07:00,cargo,33336,62.39,4284.66
2025-11-13T20:11:14.6086988-07:00,link,2848,330.24,5424.98
2025-11-13T20:11:14.6096957-07:00,link,54832,1084.82,5612.5
2025-11-13T20:11:14.6107031-07:00,rustc,45304,68.55,4517.95
2025-11-13T20:11:14.6107031-07:00,rustc,46248,64.04,4502.12
2025-11-13T20:11:15.1173059-07:00,cargo,33336,62.37,4282.66
2025-11-13T20:11:15.1183004-07:00,link,2848,578.26,5524.47
2025-11-13T20:11:15.1188660-07:00,rustc,45304,68.55,4517.95
2025-11-13T20:11:15.6276261-07:00,cargo,33336,62.37,4282.66
2025-11-13T20:11:15.6296282-07:00,link,2848,982.15,5720.12
2025-11-13T20:11:15.6296282-07:00,rustc,45304,68.55,4517.95
2025-11-13T20:11:16.1357175-07:00,cargo,33336,62.37,4282.66
2025-11-13T20:11:16.1387600-07:00,link,2848,1385.1,5951.47
2025-11-13T20:11:16.1397587-07:00,rustc,45304,68.55,4517.95
2025-11-13T20:11:16.6465742-07:00,cargo,33336,62.37,4282.66
2025-11-13T20:11:16.6485737-07:00,link,2848,1306.16,5861.8
2025-11-13T20:11:16.6485737-07:00,rustc,45304,68.55,4517.95
2025-11-13T20:11:17.1553583-07:00,cargo,33336,22.64,4274.4
