timestamp,process_name,pid,working_set_mb,virtual_mb
2025-11-13T21:39:05.8702524-07:00,cargo,44988,19.79,4271.4
2025-11-13T21:39:05.8712600-07:00,cargo,45940,23.78,4287.21
2025-11-13T21:39:05.8717286-07:00,cargo,47324,7.33,4271.4
2025-11-13T21:39:05.8727270-07:00,link,39776,914.89,5520.62
2025-11-13T21:39:05.8737271-07:00,rustc,26444,48.12,4469.46
2025-11-13T21:39:06.3795858-07:00,cargo,29464,12.4,4271.4
2025-11-13T21:39:06.3805886-07:00,cargo,36512,62.28,4282.71
2025-11-13T21:39:06.3815880-07:00,cargo,44988,19.79,4271.4
2025-11-13T21:39:06.3825855-07:00,cargo,45940,23.78,4287.21
2025-11-13T21:39:06.3835887-07:00,cargo,47324,7.33,4271.4
2025-11-13T21:39:06.3845845-07:00,link,39776,1066.79,5601.43
2025-11-13T21:39:06.3851223-07:00,rustc,26444,48.12,4469.46
2025-11-13T21:39:06.8920069-07:00,cargo,29464,11.97,4271.4
2025-11-13T21:39:06.8935054-07:00,cargo,36512,62.28,4282.71
2025-11-13T21:39:06.8945045-07:00,cargo,44988,17.48,4271.4
2025-11-13T21:39:06.8955061-07:00,cargo,45940,23.78,4287.21
2025-11-13T21:39:06.8965059-07:00,cargo,47324,7.09,4271.4
2025-11-13T21:39:06.8975057-07:00,link,39776,1046.09,5590.57
2025-11-13T21:39:06.8980221-07:00,rustc,26444,48.12,4469.46
2025-11-13T21:39:07.4043785-07:00,cargo,29464,11.97,4271.4
2025-11-13T21:39:07.4053808-07:00,cargo,36512,62.28,4282.71
2025-11-13T21:39:07.4093989-07:00,cargo,44988,17.48,4271.4
2025-11-13T21:39:07.4103954-07:00,cargo,45940,23.78,4287.21
2025-11-13T21:39:07.4103954-07:00,cargo,47324,7.09,4271.4
2025-11-13T21:39:07.4113931-07:00,link,39776,982.1,5495.6
2025-11-13T21:39:07.4123933-07:00,rustc,26444,48.12,4469.46
